Production_Date,Plant,Line,Shift,ECU_Serial_No,Product_Type,Supplier,Operator_ID,Cycle_Time_Sec,Programming_Time_Sec,Voltage_Test_V,Current_Test_A,Functional_Test_Score,Temperature_C,Humidity_Percent,Downtime_Minutes,Defect_Type,Status,Rework_Required,Production_Cost_EUR,Selling_Price_EUR
2024-02-07 07:00:00,Leipzig,EOL-02,A,ECU109655,ADAS ECU,Continental,OP0019,88.23,33.54,11.76,1.76,68,29.7,46,0,None,Pass,No,102.69,179.89
2024-02-07 08:00:00,Nuremberg,ASSY-01,B,ECU109656,Transmission ECU,Infineon,OP0072,98.42,29.74,11.85,1.79,80,24.7,52,0,None,Pass,No,123.37,201.57
2024-02-07 09:00:00,Stuttgart,SMT-01,C,ECU109657,Transmission ECU,Bosch,OP0146,100.2,31.72,12.18,1.67,97,28.2,46,0,None,Pass,No,83.43,114.8
2024-02-07 10:00:00,Bremen,ASSY-01,A,ECU109658,ABS ECU,Infineon,OP0266,87.88,34.54,12.22,1.72,75,26.1,50,0,None,Pass,No,126.14,219.81
2024-02-07 11:00:00,Regensburg,ASSY-02,B,ECU109659,Body ECU,Bosch,OP0050,90.65,39.94,11.58,1.69,70,13.6,44,0,Component Missing,Fail,Yes,33.52,58.81
2024-02-07 12:00:00,Leipzig,SMT-03,C,ECU109660,ADAS ECU,Infineon,OP0049,88.1,37.01,12.07,1.72,92,19.6,47,0,Communication Failure,Fail,Yes,82.6,132.47
2024-02-07 13:00:00,Stuttgart,SMT-02,B,ECU109661,Transmission ECU,Continental,OP0099,101.38,42.34,12.32,2.1,74,19.9,52,0,None,Pass,No,99.29,163.09
2024-02-07 14:00:00,Stuttgart,EOL-01,A,ECU109662,ADAS ECU,ZF,OP0023,61.04,34.41,11.38,1.53,96,20.0,46,0,None,Pass,No,108.0,168.17
2024-02-07 15:00:00,Munich,ASSY-01,B,ECU109663,Engine ECU,Bosch,OP0076,110.26,33.82,12.14,1.52,74,18.6,42,0,None,Pass,No,108.38,176.6
2024-02-07 16:00:00,Wolfsburg,ASSY-02,C,ECU109664,Body ECU,Continental,OP0113,92.29,43.95,12.24,2.27,80,29.7,79,0,None,Pass,No,106.11,167.58
2024-02-07 17:00:00,Dresden,EOL-02,A,ECU109665,ADAS ECU,Hella,OP0283,57.3,40.05,12.32,2.2,71,31.6,44,15,None,Pass,No,96.23,142.23
2024-02-07 18:00:00,Munich,EOL-01,B,ECU109666,Battery ECU,Hella,OP0006,56.52,41.17,12.24,2.04,94,15.8,72,60,None,Pass,No,120.36,154.59
2024-02-07 19:00:00,Stuttgart,EOL-01,C,ECU109667,Engine ECU,Valeo,OP0280,88.76,47.72,11.87,1.58,97,28.0,48,0,None,Pass,No,126.77,175.74
2024-02-07 20:00:00,Dresden,SMT-02,C,ECU109668,Body ECU,Bosch,OP0086,60.28,29.46,11.63,1.61,68,27.0,41,0,None,Pass,No,82.58,108.84
2024-02-07 21:00:00,Regensburg,EOL-01,B,ECU109669,ADAS ECU,Bosch,OP0070,112.08,25.0,12.08,1.64,69,35.1,54,15,None,Pass,No,67.79,86.51
2024-02-07 22:00:00,Ingolstadt,ASSY-02,C,ECU109670,ABS ECU,Infineon,OP0298,123.26,37.02,12.15,1.81,83,23.6,75,0,None,Pass,No,112.35,179.71
2024-02-07 23:00:00,Bremen,EOL-01,A,ECU109671,Transmission ECU,Hella,OP0176,69.22,35.53,11.81,1.89,75,16.3,39,30,None,Pass,No,128.92,158.26
2024-02-08 00:00:00,Wolfsburg,EOL-01,C,ECU109672,Transmission ECU,Bosch,OP0231,75.13,29.56,12.06,1.54,100,16.2,42,0,None,Pass,No,134.0,166.23
2024-02-08 01:00:00,Stuttgart,ASSY-01,B,ECU109673,Body ECU,Bosch,OP0087,81.74,36.64,11.87,1.73,98,29.6,31,60,Solder Defect,Fail,Yes,119.07,147.34
2024-02-08 02:00:00,Wolfsburg,ASSY-01,A,ECU109674,Engine ECU,Hella,OP0108,90.3,33.83,12.12,1.73,75,19.8,78,10,None,Pass,No,46.51,58.72
2024-02-08 03:00:00,Leipzig,EOL-02,B,ECU109675,ABS ECU,Continental,OP0207,93.49,36.74,11.94,1.74,79,27.6,75,0,None,Pass,No,105.11,137.61
2024-02-08 04:00:00,Nuremberg,SMT-03,A,ECU109676,Engine ECU,Infineon,OP0222,75.17,39.04,11.56,1.81,69,23.9,47,0,Solder Defect,Fail,Yes,115.44,191.77
2024-02-08 05:00:00,Munich,SMT-01,A,ECU109677,ABS ECU,Hella,OP0225,110.16,39.74,12.09,1.83,71,28.4,63,10,None,Pass,No,98.49,164.44
2024-02-08 06:00:00,Ingolstadt,ASSY-02,A,ECU109678,Body ECU,ZF,OP0182,100.59,39.0,12.26,2.23,75,16.3,63,0,None,Pass,No,81.97,128.49
2024-02-08 07:00:00,Wolfsburg,SMT-01,A,ECU109679,ADAS ECU,Hella,OP0147,108.01,19.69,12.32,1.64,95,24.3,50,0,None,Pass,No,101.17,125.73
2024-02-08 08:00:00,Ingolstadt,SMT-01,A,ECU109680,Body ECU,Infineon,OP0201,90.0,39.48,11.91,1.86,85,27.9,72,0,None,Pass,No,108.77,132.14
2024-02-08 09:00:00,Munich,EOL-01,C,ECU109681,ADAS ECU,Hella,OP0071,111.37,29.0,12.14,1.67,83,27.5,38,0,None,Pass,No,104.32,140.11
2024-02-08 10:00:00,Wolfsburg,EOL-02,A,ECU109682,ADAS ECU,Infineon,OP0024,88.34,34.68,11.62,2.22,77,28.8,48,0,None,Pass,No,113.46,195.27
2024-02-08 11:00:00,Regensburg,SMT-02,B,ECU109683,ADAS ECU,Continental,OP0138,69.11,37.09,12.65,1.75,94,15.6,39,0,None,Pass,No,142.53,221.16
2024-02-08 12:00:00,Leipzig,SMT-02,B,ECU109684,ABS ECU,Hella,OP0149,106.91,40.94,11.52,1.63,86,23.4,63,0,Programming Error,Fail,Yes,154.2,215.37
2024-02-08 13:00:00,Ingolstadt,EOL-01,A,ECU109685,ADAS ECU,Hella,OP0064,73.63,32.95,11.36,1.63,79,23.9,43,0,None,Pass,No,84.8,133.04
2024-02-08 14:00:00,Stuttgart,EOL-02,C,ECU109686,Engine ECU,Continental,OP0141,84.05,35.5,12.34,1.75,82,31.3,75,0,None,Pass,No,95.15,135.57
2024-02-08 15:00:00,Stuttgart,ASSY-02,C,ECU109687,Transmission ECU,Hella,OP0242,77.15,33.17,12.36,1.99,99,37.7,37,0,None,Pass,No,142.55,207.35
2024-02-08 16:00:00,Wolfsburg,SMT-01,A,ECU109688,Transmission ECU,Continental,OP0247,110.87,35.01,12.04,1.7,82,31.2,66,0,None,Pass,No,79.13,102.86
2024-02-08 17:00:00,Regensburg,SMT-03,C,ECU109689,Transmission ECU,ZF,OP0071,82.94,34.02,12.59,1.87,71,28.5,62,0,None,Pass,No,114.89,187.16
2024-02-08 18:00:00,Nuremberg,EOL-02,B,ECU109690,ADAS ECU,Continental,OP0248,94.46,39.35,12.25,1.9,95,26.2,63,0,None,Pass,No,126.19,168.1
2024-02-08 19:00:00,Ingolstadt,SMT-01,A,ECU109691,ADAS ECU,Bosch,OP0105,106.36,43.49,11.82,1.89,67,24.2,45,5,None,Pass,No,84.85,107.21
2024-02-08 20:00:00,Wolfsburg,SMT-02,B,ECU109692,ADAS ECU,Bosch,OP0052,80.22,26.13,12.21,1.55,99,30.3,42,0,None,Pass,No,112.38,196.69
2024-02-08 21:00:00,Regensburg,SMT-01,B,ECU109693,Engine ECU,Infineon,OP0258,96.08,41.53,11.66,1.89,72,25.0,68,45,None,Pass,No,120.09,161.03
2024-02-08 22:00:00,Ingolstadt,ASSY-01,B,ECU109694,ABS ECU,Continental,OP0119,85.13,40.91,11.81,1.78,93,21.6,56,0,None,Pass,No,128.57,165.24
2024-02-08 23:00:00,Leipzig,ASSY-01,B,ECU109695,Battery ECU,Hella,OP0004,93.24,37.23,12.45,2.07,79,23.7,68,5,None,Pass,No,124.27,215.36
2024-02-09 00:00:00,Stuttgart,SMT-03,A,ECU109696,Engine ECU,Valeo,OP0052,90.18,53.84,11.98,1.84,66,20.5,62,0,None,Pass,No,119.06,144.41
2024-02-09 01:00:00,Dresden,ASSY-02,C,ECU109697,ADAS ECU,Valeo,OP0007,104.97,33.48,11.95,1.81,70,14.7,62,0,None,Pass,No,160.29,203.97
2024-02-09 02:00:00,Leipzig,SMT-01,C,ECU109698,Transmission ECU,ZF,OP0001,88.25,31.32,12.17,1.98,77,15.4,33,20,None,Pass,No,96.03,117.07
2024-02-09 03:00:00,Regensburg,ASSY-01,B,ECU109699,ADAS ECU,ZF,OP0186,89.79,49.57,12.31,1.71,79,24.2,66,0,None,Pass,No,123.87,176.78
2024-02-09 04:00:00,Regensburg,ASSY-02,A,ECU109700,Body ECU,Valeo,OP0190,117.51,24.45,12.55,2.31,80,13.8,54,0,None,Pass,No,84.37,145.72
2024-02-09 05:00:00,Stuttgart,EOL-02,B,ECU109701,Transmission ECU,Valeo,OP0114,69.24,25.55,11.96,1.64,87,18.2,40,0,None,Pass,No,130.25,205.27
2024-02-09 06:00:00,Dresden,EOL-02,B,ECU109702,ADAS ECU,Continental,OP0194,100.36,39.78,11.64,1.75,86,26.3,40,0,None,Pass,No,121.41,169.73
2024-02-09 07:00:00,Regensburg,ASSY-01,C,ECU109703,Body ECU,Valeo,OP0055,117.94,36.6,12.28,1.58,82,20.2,51,0,None,Pass,No,170.52,227.93
2024-02-09 08:00:00,Wolfsburg,ASSY-02,C,ECU109704,ABS ECU,Bosch,OP0117,88.26,27.28,11.58,1.45,68,17.8,43,0,None,Pass,No,121.36,159.52
2024-02-09 09:00:00,Stuttgart,ASSY-02,C,ECU109705,Body ECU,ZF,OP0269,70.22,39.92,11.99,1.73,100,18.4,68,0,None,Pass,No,108.23,152.07
2024-02-09 10:00:00,Munich,ASSY-01,B,ECU109706,Engine ECU,Infineon,OP0284,80.81,33.04,11.71,1.75,84,30.0,31,0,None,Pass,No,108.14,192.85
2024-02-09 11:00:00,Ingolstadt,EOL-01,C,ECU109707,Engine ECU,ZF,OP0270,86.03,23.64,12.04,1.66,78,28.1,63,0,None,Pass,No,103.37,185.46
2024-02-09 12:00:00,Wolfsburg,SMT-02,A,ECU109708,Body ECU,Bosch,OP0272,112.48,38.94,11.71,1.49,84,19.8,40,10,None,Pass,No,93.85,138.97
2024-02-09 13:00:00,Leipzig,ASSY-02,A,ECU109709,ADAS ECU,ZF,OP0098,66.76,40.92,11.82,2.07,75,26.5,74,15,None,Pass,No,85.09,116.26
2024-02-09 14:00:00,Stuttgart,EOL-02,A,ECU109710,Transmission ECU,Valeo,OP0169,96.36,27.24,11.77,1.66,65,24.5,34,0,None,Pass,No,155.23,277.99
2024-02-09 15:00:00,Regensburg,EOL-01,C,ECU109711,ABS ECU,ZF,OP0157,68.02,26.17,11.19,1.68,70,28.1,56,30,None,Pass,No,114.35,159.93
2024-02-09 16:00:00,Stuttgart,SMT-01,C,ECU109712,Transmission ECU,Bosch,OP0275,82.17,19.7,11.81,1.88,80,30.4,47,0,Sensor Failure,Fail,Yes,142.33,202.63
2024-02-09 17:00:00,Stuttgart,EOL-01,A,ECU109713,Engine ECU,ZF,OP0148,107.7,34.38,12.6,1.78,100,15.4,61,0,None,Pass,No,122.3,149.62
2024-02-09 18:00:00,Ingolstadt,ASSY-01,A,ECU109714,Battery ECU,Infineon,OP0277,99.05,32.0,12.25,1.64,88,26.1,32,0,None,Pass,No,89.3,127.5
2024-02-09 19:00:00,Ingolstadt,EOL-01,C,ECU109715,ADAS ECU,Infineon,OP0148,95.87,31.3,12.19,1.85,75,24.2,79,0,None,Pass,No,128.03,162.27
2024-02-09 20:00:00,Stuttgart,SMT-02,B,ECU109716,Engine ECU,Infineon,OP0091,105.1,41.21,11.55,1.85,66,29.5,52,0,Solder Defect,Fail,Yes,87.35,132.35
2024-02-09 21:00:00,Stuttgart,ASSY-01,B,ECU109717,Transmission ECU,Infineon,OP0044,89.95,31.93,11.83,1.59,88,15.4,37,5,None,Pass,No,83.96,133.38
2024-02-09 22:00:00,Stuttgart,SMT-03,B,ECU109718,Battery ECU,Valeo,OP0238,92.38,26.91,12.04,1.94,68,17.6,75,0,None,Pass,No,131.5,220.42
2024-02-09 23:00:00,Dresden,SMT-01,B,ECU109719,Battery ECU,Infineon,OP0114,88.28,34.21,12.53,1.7,66,24.5,39,0,None,Pass,No,65.42,80.58
2024-02-10 00:00:00,Dresden,EOL-02,C,ECU109720,Engine ECU,Infineon,OP0089,96.68,36.62,11.34,2.09,73,22.6,36,0,None,Pass,No,67.23,102.08
2024-02-10 01:00:00,Ingolstadt,SMT-03,A,ECU109721,Body ECU,Continental,OP0002,96.0,28.17,12.0,2.05,83,25.8,57,0,None,Pass,No,127.91,165.75
2024-02-10 02:00:00,Dresden,EOL-01,A,ECU109722,ADAS ECU,Infineon,OP0171,114.25,27.74,11.51,1.94,82,15.8,67,0,None,Pass,No,115.68,163.1
2024-02-10 03:00:00,Dresden,ASSY-02,A,ECU109723,Body ECU,Valeo,OP0088,66.96,41.09,12.05,1.88,73,30.0,53,10,None,Pass,No,97.51,150.42
2024-02-10 04:00:00,Munich,EOL-01,A,ECU109724,ADAS ECU,Infineon,OP0225,88.06,25.16,12.09,1.67,93,24.9,53,5,None,Pass,No,100.53,150.04
2024-02-10 05:00:00,Nuremberg,EOL-02,B,ECU109725,ADAS ECU,ZF,OP0147,86.93,29.12,11.98,1.51,81,24.9,53,0,None,Pass,No,151.47,256.04
2024-02-10 06:00:00,Regensburg,EOL-02,C,ECU109726,Transmission ECU,Infineon,OP0090,109.8,29.71,12.52,1.49,69,23.3,58,0,None,Pass,No,89.17,146.04
2024-02-10 07:00:00,Stuttgart,ASSY-02,B,ECU109727,Transmission ECU,Hella,OP0169,76.52,34.19,11.28,1.55,91,18.3,53,10,None,Pass,No,106.22,158.0
2024-02-10 08:00:00,Stuttgart,SMT-03,C,ECU109728,Transmission ECU,ZF,OP0091,85.4,38.31,11.73,2.02,79,20.1,68,15,None,Pass,No,142.24,238.13
2024-02-10 09:00:00,Munich,SMT-03,C,ECU109729,Body ECU,Infineon,OP0014,90.5,36.81,11.88,1.93,89,32.2,32,0,None,Pass,No,118.22,207.53
2024-02-10 10:00:00,Munich,ASSY-02,B,ECU109730,Body ECU,Infineon,OP0148,96.99,34.82,11.76,1.8,85,24.4,65,0,None,Pass,No,176.73,298.97
2024-02-10 11:00:00,Dresden,SMT-02,B,ECU109731,Engine ECU,ZF,OP0291,87.37,47.11,11.6,1.81,91,24.0,67,0,None,Pass,No,61.25,84.91
2024-02-10 12:00:00,Ingolstadt,SMT-01,B,ECU109732,Body ECU,Bosch,OP0057,81.75,32.97,11.48,1.83,87,28.3,76,0,None,Pass,No,81.99,134.21
2024-02-10 13:00:00,Regensburg,ASSY-01,A,ECU109733,Body ECU,Hella,OP0002,79.96,25.49,12.13,1.77,82,20.1,55,5,None,Pass,No,111.5,157.51
2024-02-10 14:00:00,Dresden,SMT-03,B,ECU109734,ABS ECU,Bosch,OP0066,73.59,37.99,12.16,1.97,78,26.1,44,0,None,Pass,No,106.63,167.69
2024-02-10 15:00:00,Leipzig,SMT-01,B,ECU109735,Transmission ECU,Infineon,OP0087,76.37,34.5,11.42,1.95,77,24.8,33,0,None,Pass,No,81.02,130.88
2024-02-10 16:00:00,Bremen,ASSY-01,B,ECU109736,Transmission ECU,Bosch,OP0245,84.52,34.36,12.41,1.9,85,22.6,41,5,None,Pass,No,131.71,182.83
2024-02-10 17:00:00,Munich,EOL-01,B,ECU109737,Battery ECU,Valeo,OP0237,78.94,32.82,11.93,1.67,90,21.6,34,0,Component Missing,Fail,Yes,145.91,226.69
2024-02-10 18:00:00,Wolfsburg,ASSY-01,A,ECU109738,ADAS ECU,Continental,OP0089,119.61,36.87,11.76,1.69,98,27.3,47,0,None,Pass,No,80.11,121.74
2024-02-10 19:00:00,Bremen,SMT-03,B,ECU109739,ADAS ECU,ZF,OP0052,96.66,43.48,12.12,1.82,71,26.8,33,0,None,Pass,No,68.75,107.13
2024-02-10 20:00:00,Munich,SMT-02,A,ECU109740,Battery ECU,Hella,OP0203,74.59,44.01,11.79,1.61,66,20.2,32,0,None,Pass,No,109.19,146.19
2024-02-10 21:00:00,Munich,SMT-02,A,ECU109741,ABS ECU,ZF,OP0209,96.53,47.66,12.24,1.66,78,26.4,67,0,None,Pass,No,114.17,199.27
2024-02-10 22:00:00,Regensburg,SMT-01,B,ECU109742,Transmission ECU,Bosch,OP0143,66.56,39.26,12.1,1.62,72,18.4,46,0,None,Pass,No,94.3,127.83
2024-02-10 23:00:00,Bremen,EOL-01,A,ECU109743,Battery ECU,Continental,OP0115,108.95,43.78,12.17,1.67,92,20.5,54,0,None,Pass,No,75.21,93.57
2024-02-11 00:00:00,Stuttgart,SMT-01,C,ECU109744,Body ECU,Bosch,OP0287,82.96,38.52,11.71,1.53,74,25.9,52,0,Programming Error,Fail,Yes,84.33,137.36
2024-02-11 01:00:00,Bremen,ASSY-02,A,ECU109745,Battery ECU,ZF,OP0062,106.47,32.73,12.33,1.7,98,25.3,38,0,None,Pass,No,116.91,195.55
2024-02-11 02:00:00,Regensburg,SMT-02,B,ECU109746,ADAS ECU,Valeo,OP0034,90.99,46.13,12.45,1.76,83,18.6,70,20,None,Pass,No,98.89,122.95
2024-02-11 03:00:00,Wolfsburg,SMT-01,B,ECU109747,Engine ECU,ZF,OP0292,94.1,32.22,11.79,1.79,93,25.8,33,0,None,Pass,No,100.01,135.76
2024-02-11 04:00:00,Munich,ASSY-02,A,ECU109748,Engine ECU,Bosch,OP0121,91.83,33.22,11.78,1.63,80,23.1,51,0,None,Pass,No,56.72,68.53
2024-02-11 05:00:00,Nuremberg,EOL-01,B,ECU109749,Body ECU,Hella,OP0104,48.14,38.42,11.37,2.05,97,29.3,68,0,None,Pass,No,129.29,159.11
2024-02-11 06:00:00,Wolfsburg,EOL-02,B,ECU109750,Engine ECU,Hella,OP0044,97.97,35.74,11.46,1.95,70,26.1,58,5,None,Pass,No,100.17,151.55
2024-02-11 07:00:00,Munich,ASSY-01,A,ECU109751,Body ECU,Hella,OP0191,75.66,28.35,12.16,1.71,76,18.3,79,0,None,Pass,No,123.21,201.56
2024-02-11 08:00:00,Ingolstadt,SMT-01,A,ECU109752,Engine ECU,Hella,OP0247,90.27,42.54,11.76,1.92,91,24.9,79,0,None,Pass,No,130.3,211.64
2024-02-11 09:00:00,Dresden,ASSY-02,B,ECU109753,Battery ECU,Hella,OP0018,98.28,32.18,12.28,1.88,65,20.2,41,10,None,Pass,No,152.56,247.84
2024-02-11 10:00:00,Stuttgart,SMT-02,A,ECU109754,Engine ECU,Infineon,OP0108,111.2,42.16,12.31,1.88,83,24.4,75,0,None,Pass,No,98.01,146.0
2024-02-11 11:00:00,Stuttgart,ASSY-01,B,ECU109755,ADAS ECU,Continental,OP0026,106.41,35.33,11.88,1.92,88,25.9,59,15,None,Pass,No,86.24,117.23
2024-02-11 12:00:00,Stuttgart,SMT-01,C,ECU109756,Body ECU,Continental,OP0206,74.08,35.02,12.33,1.78,90,26.5,47,0,None,Pass,No,128.82,210.65
2024-02-11 13:00:00,Nuremberg,SMT-02,A,ECU109757,Transmission ECU,Valeo,OP0096,69.8,32.2,12.12,1.77,71,19.2,45,0,None,Pass,No,90.24,121.35
2024-02-11 14:00:00,Stuttgart,EOL-02,B,ECU109758,ADAS ECU,Hella,OP0280,92.13,38.49,12.31,1.45,71,21.0,68,15,None,Pass,No,104.28,138.19
2024-02-11 15:00:00,Leipzig,ASSY-01,B,ECU109759,Battery ECU,Bosch,OP0223,98.48,32.0,11.38,1.95,87,24.2,59,0,None,Pass,No,92.39,147.47
2024-02-11 16:00:00,Hanover,SMT-03,B,ECU109760,ADAS ECU,Bosch,OP0232,100.72,54.09,11.95,1.91,72,21.8,74,5,None,Pass,No,92.4,144.47
2024-02-11 17:00:00,Munich,SMT-02,A,ECU109761,ABS ECU,ZF,OP0200,103.35,41.12,12.31,2.03,70,21.9,72,0,None,Pass,No,93.18,159.7
2024-02-11 18:00:00,Nuremberg,SMT-03,B,ECU109762,ADAS ECU,Hella,OP0039,82.22,41.63,11.59,1.54,65,18.7,50,0,None,Pass,No,134.91,182.64
2024-02-11 19:00:00,Nuremberg,EOL-01,A,ECU109763,Body ECU,Bosch,OP0200,91.91,28.1,12.26,2.07,65,25.9,51,0,None,Pass,No,94.12,119.83
2024-02-11 20:00:00,Hanover,SMT-01,A,ECU109764,ADAS ECU,Infineon,OP0159,71.49,40.22,12.09,2.1,89,20.7,77,0,None,Pass,No,97.81,138.11
2024-02-11 21:00:00,Stuttgart,EOL-02,B,ECU109765,Body ECU,Valeo,OP0167,109.42,37.5,12.33,1.93,77,22.4,54,60,Communication Failure,Fail,Yes,89.3,152.21
2024-02-11 22:00:00,Bremen,ASSY-02,A,ECU109766,ADAS ECU,Bosch,OP0224,107.65,31.5,11.94,1.87,89,24.2,59,10,None,Pass,No,125.63,205.26
2024-02-11 23:00:00,Dresden,SMT-01,A,ECU109767,Engine ECU,Infineon,OP0277,88.44,47.5,12.1,1.81,80,11.5,35,15,None,Pass,No,124.46,170.85
2024-02-12 00:00:00,Nuremberg,SMT-02,A,ECU109768,ABS ECU,Infineon,OP0279,78.89,27.76,11.51,1.64,79,16.0,74,45,None,Pass,No,107.37,140.04
2024-02-12 01:00:00,Stuttgart,SMT-03,A,ECU109769,Battery ECU,Valeo,OP0054,73.67,30.14,12.24,1.83,99,31.9,58,0,None,Pass,No,97.46,166.57
2024-02-12 02:00:00,Dresden,SMT-03,A,ECU109770,Transmission ECU,Hella,OP0164,93.57,34.93,12.09,1.88,75,16.2,36,0,None,Pass,No,120.42,148.42
2024-02-12 03:00:00,Wolfsburg,ASSY-01,A,ECU109771,Engine ECU,ZF,OP0143,73.99,43.78,11.73,1.99,86,28.6,58,0,None,Pass,No,108.72,173.15
2024-02-12 04:00:00,Stuttgart,SMT-01,A,ECU109772,Engine ECU,ZF,OP0076,100.33,32.05,11.74,2.1,83,28.4,76,0,None,Pass,No,82.58,142.59
2024-02-12 05:00:00,Ingolstadt,SMT-01,C,ECU109773,ABS ECU,Continental,OP0230,91.02,28.37,11.37,1.82,68,23.9,64,0,None,Pass,No,126.26,221.36
2024-02-12 06:00:00,Regensburg,SMT-02,A,ECU109774,Transmission ECU,Hella,OP0065,85.87,31.38,11.92,1.86,89,31.5,38,0,None,Pass,No,136.81,206.28
2024-02-12 07:00:00,Ingolstadt,SMT-03,B,ECU109775,Engine ECU,Bosch,OP0230,101.79,31.31,12.2,1.82,70,28.1,46,5,None,Pass,No,82.54,99.32
2024-02-12 08:00:00,Leipzig,SMT-02,A,ECU109776,ADAS ECU,ZF,OP0117,62.86,36.28,11.85,2.16,91,25.0,79,15,None,Pass,No,97.46,128.22
2024-02-12 09:00:00,Nuremberg,SMT-02,B,ECU109777,ABS ECU,Infineon,OP0240,96.62,31.25,12.18,1.74,66,25.9,50,0,None,Pass,No,114.93,188.77
2024-02-12 10:00:00,Wolfsburg,EOL-01,A,ECU109778,Body ECU,Valeo,OP0257,89.66,31.63,11.63,1.45,75,28.8,50,0,None,Pass,No,123.24,187.31
2024-02-12 11:00:00,Leipzig,SMT-03,C,ECU109779,Engine ECU,Infineon,OP0021,86.62,34.01,12.02,1.74,74,26.0,75,0,None,Pass,No,126.01,161.89
2024-02-12 12:00:00,Wolfsburg,SMT-02,C,ECU109780,ABS ECU,Valeo,OP0057,100.67,27.05,12.01,1.97,85,28.3,46,0,None,Pass,No,84.61,150.88
2024-02-12 13:00:00,Wolfsburg,SMT-03,A,ECU109781,Body ECU,Bosch,OP0147,109.89,40.91,12.18,1.46,82,32.0,48,5,None,Pass,No,89.24,150.97
2024-02-12 14:00:00,Bremen,SMT-02,A,ECU109782,ADAS ECU,Bosch,OP0029,93.2,33.9,12.39,1.8,100,30.3,54,0,Solder Defect,Fail,Yes,105.44,170.34
2024-02-12 15:00:00,Nuremberg,ASSY-02,B,ECU109783,Transmission ECU,Hella,OP0218,97.36,30.86,11.97,1.53,70,22.4,62,0,None,Pass,No,80.89,142.74
2024-02-12 16:00:00,Leipzig,SMT-02,C,ECU109784,Engine ECU,Bosch,OP0034,83.55,36.7,11.88,1.87,80,19.7,58,0,None,Pass,No,99.87,156.83
2024-02-12 17:00:00,Dresden,SMT-02,B,ECU109785,ADAS ECU,Bosch,OP0054,80.07,37.31,11.82,2.18,83,24.2,54,0,Programming Error,Fail,Yes,131.88,197.47
2024-02-12 18:00:00,Munich,EOL-02,B,ECU109786,Engine ECU,Bosch,OP0032,94.05,33.17,12.21,1.52,95,34.4,77,5,None,Pass,No,108.46,159.67
2024-02-12 19:00:00,Stuttgart,ASSY-02,A,ECU109787,Body ECU,ZF,OP0030,84.85,31.52,12.44,1.86,81,18.1,59,0,None,Pass,No,76.63,130.27
2024-02-12 20:00:00,Ingolstadt,SMT-01,A,ECU109788,Engine ECU,Hella,OP0029,84.61,36.56,11.87,2.01,76,22.9,36,0,None,Pass,No,120.47,154.93
2024-02-12 21:00:00,Munich,SMT-03,A,ECU109789,Engine ECU,Bosch,OP0271,112.71,24.58,11.85,2.14,84,23.3,63,0,None,Pass,No,120.37,171.89
2024-02-12 22:00:00,Stuttgart,EOL-02,A,ECU109790,ABS ECU,Bosch,OP0079,109.48,35.81,12.02,2.18,88,19.8,58,0,None,Pass,No,140.89,242.48
2024-02-12 23:00:00,Ingolstadt,ASSY-01,A,ECU109791,ADAS ECU,Infineon,OP0235,71.36,34.02,12.02,1.86,73,24.6,70,0,None,Pass,No,74.64,91.43
2024-02-13 00:00:00,Munich,ASSY-02,A,ECU109792,ADAS ECU,Infineon,OP0146,104.35,39.93,11.74,2.01,86,21.1,38,0,None,Pass,No,96.1,124.27
2024-02-13 01:00:00,Stuttgart,EOL-02,B,ECU109793,ADAS ECU,Valeo,OP0166,101.18,37.49,12.75,2.02,94,23.7,78,0,None,Pass,No,116.85,188.77
2024-02-13 02:00:00,Ingolstadt,SMT-01,B,ECU109794,ADAS ECU,ZF,OP0086,92.99,38.39,11.62,1.85,71,23.2,62,0,None,Pass,No,96.79,121.59
2024-02-13 03:00:00,Leipzig,SMT-02,A,ECU109795,Engine ECU,Bosch,OP0166,106.34,27.2,11.55,1.59,79,24.2,66,0,None,Pass,No,76.72,103.19
2024-02-13 04:00:00,Hanover,EOL-01,C,ECU109796,ABS ECU,ZF,OP0055,113.33,45.24,11.56,1.97,65,19.2,79,0,None,Pass,No,111.25,197.66
2024-02-13 05:00:00,Bremen,SMT-01,A,ECU109797,Engine ECU,Hella,OP0253,101.54,37.28,11.99,2.11,79,21.5,34,0,None,Pass,No,111.26,146.0
2024-02-13 06:00:00,Wolfsburg,ASSY-02,A,ECU109798,Engine ECU,Hella,OP0053,84.51,26.24,12.05,1.53,82,23.2,66,0,None,Pass,No,99.37,133.2
2024-02-13 07:00:00,Nuremberg,EOL-01,B,ECU109799,Engine ECU,Infineon,OP0142,83.57,27.32,11.68,1.9,85,23.8,59,0,None,Pass,No,113.57,153.68
2024-02-13 08:00:00,Regensburg,SMT-02,B,ECU109800,Engine ECU,Continental,OP0047,82.17,34.93,12.58,1.73,65,24.0,44,0,None,Pass,No,97.1,118.95
2024-02-13 09:00:00,Stuttgart,SMT-01,C,ECU109801,Transmission ECU,Valeo,OP0095,95.67,31.91,11.85,1.87,75,27.0,64,0,None,Pass,No,116.36,197.32
2024-02-13 10:00:00,Munich,ASSY-01,A,ECU109802,Body ECU,Continental,OP0211,108.7,44.04,11.26,1.71,80,18.5,61,0,None,Pass,No,115.4,154.96
